episode_reward,step
-26.438975916587303,70
-43.344123815973475,140
-55.43981147601913,210
-66.85047093889395,280
-45.57861863697131,350
-47.59217947612154,420
-79.42826318725352,490
-69.1910480293678,560
-50.08605400824808,630
-44.57248687833615,700
-42.063662747674236,770
-17.227425686078696,789
-50.126569049279524,859
-3.693692084951224,860
-48.844866775159545,930
-48.427622801116605,1000
-78.45422706332911,1070
-35.759613512811384,1140
-34.65933807539445,1210
-35.170847792646775,1280
-28.26440598788384,1350
-29.207082264080217,1420
-62.170537941371364,1490
-74.61391063120077,1560
-77.79552103136335,1630
-35.83541491971803,1700
-59.444935306251686,1770
-40.76332470622751,1840
-57.789339403767535,1910
-35.567096956952824,1980
-48.23991241660572,2050
-38.79975718486562,2120
-39.07485336117132,2190
-64.07526806540164,2260
-35.82002603575889,2330
-45.208713298428805,2400
-42.56269120684698,2470
-37.99135309179649,2540
-3.0800321220659583,2541
-26.203839840593034,2611
-47.76536743912238,2681
-54.256000291374406,2751
-36.956336985264144,2821
-48.77836630431789,2891
-45.8247836259782,2961
-34.52034086652124,3031
-40.445580751012194,3101
-41.26092533960289,3171
-25.10852128593569,3241
-46.10787648259079,3311
-55.427501406538475,3381
-23.306033065575726,3451
-38.03801260087419,3521
-45.35387746988169,3591
-36.644737329631056,3661
-51.83775164631976,3731
-45.80979105866024,3801
-37.859285549837956,3871
-33.1994949666936,3941
-53.81444917676955,4011
-43.3648534332024,4081
-49.088745297849584,4151
-47.29070347694454,4221
-41.93055976229602,4291
-36.76413307401921,4361
-31.46009249399849,4431
-58.290721765408186,4501
-37.091330111186544,4571
-73.69329191850548,4641
-51.46506729509462,4711
-3.501288297657808,4712
-41.523657965265414,4782
-72.67520480349381,4852
-33.69459408321335,4922
-63.7343239370352,4992
-28.257891916205022,5062
-57.844591742785276,5132
-40.63709516926991,5202
-47.35871208039772,5272
-35.141915659362674,5342
-45.167603155286066,5412
-36.06141280904118,5482
-34.17948564338507,5552
-38.03590700693185,5622
-39.593151797528336,5692
-43.90378256077752,5762
-40.01066170467442,5832
-40.86295200080052,5902
-14.406115070421878,5919
-55.43744982394166,5989
-3.6972070055035355,5990
-39.838836804999055,6060
-44.6328825498568,6130
-42.95958696548106,6200
-52.39074459523338,6270
-37.83469463401035,6340
-35.95645670481633,6410
-34.103134294943274,6480
-20.44301968327012,6550
-63.805757500760414,6620
-37.84989053177616,6690
-49.93167852088351,6760
-45.1379202313219,6830
-49.31594870964872,6900
-46.00367642939412,6970
-56.812143408969995,7040
-41.93780345445832,7110
-38.37247313781036,7180
-71.66837301689401,7250
-29.559705138685892,7320
-54.29730321073568,7390
-36.47392196325897,7460
-45.23519850159801,7530
-62.861185011703434,7600
-33.53801691483138,7670
-3.0790567594054763,7671
-21.557430716469543,7741
-42.51904952271787,7811
-62.325214282565184,7881
-43.75632712164037,7951
-41.57389922432904,8021
-63.25457747935646,8091
-33.35001656925143,8161
-47.45841639243688,8231
-39.702845905819444,8301
-30.985836416363874,8371
-53.17143672151529,8441
-35.07620222446759,8511
-17.308003083480944,8581
-54.23085075762223,8651
-51.219734327636644,8721
-49.59357609508309,8791
-66.15291661632615,8861
-49.58837448311769,8931
-63.21253997029892,9001
-33.85049889881451,9071
-54.89532562636619,9141
-44.301543772168486,9211
-39.37930299146369,9281
-47.17486400457628,9351
-37.92513475342721,9421
-48.25428510409833,9491
-50.88398797105438,9561
-55.70775268311071,9631
-43.53995527953584,9701
-67.60418423934632,9771
-37.1670937223152,9841
-2.5618908377089658,9842
-48.24999350584167,9912
-46.28855672416363,9982
-45.218118930815336,10052
-42.10622929891736,10122
-36.74447646949694,10192
-35.20943239836745,10262
-37.02351690800547,10332
-54.266592848798254,10402
-52.42146704727163,10472
-53.49101811854702,10542
-43.278157107498494,10612
-40.44173779510084,10682
-61.67149738221706,10752
-39.16817892247272,10822
-50.23924554037747,10892
-40.19349577328066,10962
-47.13693421430185,11032
-12.920607135090284,11050
-63.38120404347275,11120
-3.698325622978437,11121
-48.94841348366519,11191
-35.71695832107221,11261
-35.26248750786946,11331
-34.823589059991,11401
-39.60280358230652,11471
-28.68635650108803,11541
-39.08325081241557,11611
-26.53348346931614,11681
-68.85366948262941,11751
-44.48692835523739,11821
-58.372111529121746,11891
-45.611012430280496,11961
-50.92776154539726,12031
-53.922238037409464,12101
-45.684867121134914,12171
