variant,label,use_cost_constraint,use_prob_embedding,constraint_method,penalty_weight,fuel_l_per_100km,gap_rmse,jerk_rmse,violation_rate,valid_episode_ratio,paper_valid
pa_csac_full,PA-CSAC (Penalty),True,True,penalty,0.5,6.181940384653026,21.857906129331724,0.5698794403823868,0.06218487394957983,1.0,True
pa_csac_lagrangian,PA-CSAC (Lagrangian),True,True,lagrangian,0.5,5.463778140665255,25.697208836663307,0.3956388239988796,0.04285714285714286,0.4117647058823529,False
no_lagrangian,w/o Cost Constraint,False,True,penalty,0.5,7.856219735773051,18.52788704976194,0.6173793574778729,0.03214285714285714,0.47058823529411764,False
no_embedding,w/o Prob Embedding,True,False,penalty,0.5,6.622096872242398,22.069908164098607,0.47206676718431967,0.07058823529411765,1.0,True
no_lagrangian_no_embedding,w/o CostConstraint+Embed,False,False,penalty,0.5,3.8882235184390437,37.3420146988639,0.23601616279694126,0.10476190476190476,0.17647058823529413,False
