episode_reward,step
-38.85225354594048,70
-36.19526163679829,140
-46.14045163452943,210
-42.9350863439973,280
-46.48307881183196,350
-28.693082560936606,420
-51.2919636363073,490
-44.12862568659932,560
-48.61172033903532,630
-41.81542998490383,700
-45.478654531089404,770
-15.195092317333046,787
-51.919349362528976,857
-3.634102649065552,858
-49.776151586938795,928
-38.65355098859654,998
-37.798860282312916,1068
-37.32061345689622,1138
-38.942393022169,1208
-30.719363679561248,1278
-29.865439817847797,1348
-28.19611499659062,1418
-94.98936390751707,1488
-74.2449617786555,1558
-59.98830004276149,1628
-37.964366675349126,1698
-36.39822102394169,1768
-51.335270541375856,1838
-48.54579024895484,1908
-43.999832179806766,1978
-46.355598759837065,2048
-52.03114839469779,2118
-57.333736509490535,2188
-57.24224755651463,2258
-28.58428265427934,2328
-55.21747341518729,2398
-53.7962734490612,2468
-42.03959882827206,2538
-2.437901510373912,2539
-26.81337320455516,2609
-62.55523986453361,2679
-56.52139305270371,2749
-43.074448108438425,2819
-48.37715816550491,2870
-48.72425804587553,2940
-26.94276694592285,3010
-45.88773701043216,3054
-108.07953780117393,3124
-25.987065616291808,3194
-41.788140180095205,3264
-66.3733973549877,3334
-25.78329713047562,3404
-65.28936465615837,3468
-70.57137939715837,3538
-38.84967640652104,3608
-103.13572455198405,3678
-40.94359558199815,3748
-66.74552105644457,3818
-42.01208129976208,3888
-68.45584878395853,3922
-54.2989624413371,3992
-45.31431448996197,4062
-103.54789618895987,4132
-88.75536223660313,4202
-115.06696910873528,4272
-34.773578714469835,4342
-57.52570825350903,4412
-42.61376164092287,4482
-12.927732876631744,4488
-86.55659311114306,4558
-2.513198055463735,4559
-44.460630099709746,4629
-62.78403033897964,4699
-100.63311517222877,4769
-33.9508949595065,4785
-28.107178340780074,4855
-25.171837504029682,4925
-28.18639640525578,4995
-27.978604301487756,5065
-78.77870462174938,5135
-71.01464868105991,5205
-86.753271762642,5275
-36.06070597412431,5345
-90.80365728678568,5415
-83.0627966639908,5485
-95.38762217767767,5555
-35.61884717241807,5625
-85.85722746778607,5695
-34.5338440213892,5731
-74.25619010190046,5801
-3.4976835131081745,5802
-63.95686238293147,5872
-30.452803211475153,5942
-46.626631708691896,6012
-65.14282129923801,6082
-58.90853038207247,6152
-26.930623786170088,6222
-30.878272874224294,6292
-26.23971919508771,6362
-58.04332404742322,6432
-54.02390687801861,6502
-123.2110422047271,6572
-52.761732636582785,6642
-83.18763985650786,6712
-40.71793106257583,6782
-72.05009636598078,6852
-62.324416038837434,6922
-39.18481321862652,6992
-58.62598061548628,7062
-36.923423062114104,7132
-52.91039658246272,7202
-74.99243110718993,7272
-56.87419714553639,7342
-47.085961277826435,7412
-34.12963749290195,7482
-2.447285706869633,7483
-24.044487997021722,7553
-49.47990580258193,7623
-73.0319653155568,7693
-53.13438047513216,7763
-39.341242341863534,7833
-61.990014823505895,7903
-24.949395274133817,7973
-92.77135396046623,8043
-54.84803274950761,8113
-28.061139133007387,8183
-70.9073675694754,8253
-61.41528562558659,8323
-20.876241810371685,8393
-55.954432949879326,8463
-52.571384443037466,8533
-53.72440527864904,8603
-120.9680997098977,8673
-50.80551748267414,8721
-42.19312029208465,8791
-64.23731385189359,8861
-46.1972394227491,8931
-84.74899389824957,9001
-54.83214284745646,9071
-67.60214632940105,9141
-50.117543690741364,9211
-56.86634280010123,9281
-45.01575512412647,9351
-59.48777212811913,9421
-35.795791366169354,9491
-20.230631231205827,9500
-85.41075998942881,9570
-2.538006073337288,9571
-39.649111250306674,9641
-41.82017087041718,9711
-50.88811053127725,9781
-116.59886549191972,9851
-70.25471943119881,9921
-52.737991737525874,9991
-53.14082278722817,10061
-38.81061699789994,10131
-50.38085459983369,10200
-45.17340055101718,10270
-48.16517819193805,10340
-40.45368462836088,10410
-77.5654708761447,10480
-48.32625979008062,10550
-31.385125301037785,10620
-42.93261063050893,10690
-57.907776414484154,10760
-13.246143578094486,10776
-57.08835716377874,10846
-3.589972843699371,10847
-63.90949228956621,10917
-41.58915290983568,10987
-57.46859040552794,11057
-52.11493405209019,11127
-35.078133305077316,11197
-35.48618057273318,11267
-31.322774072573452,11337
-22.35021961418562,11407
-70.60350658195492,11477
-38.215583399212356,11547
-71.19009980138563,11617
-45.67716969858275,11687
-44.545609375076396,11757
-47.58219335272107,11827
-41.32021652064897,11897
-40.39573832184863,11967
-44.10566761299228,12037
-40.00192927928174,12107
-41.77496736993608,12177
-58.853430156327555,12247
-37.49582569427806,12317
-52.46300927792461,12387
-42.47899352120845,12457
-33.78274741873816,12527
-2.448514966405304,12528
-22.840772374917673,12598
-55.288195962414584,12668
-64.26355967936458,12738
-54.1724050520732,12808
-65.43362892247755,12878
-67.27804651668677,12948
-33.11210522977181,13018
-78.96089636250048,13088
-58.61456062303878,13158
-40.9068995936633,13228
-76.54949371908614,13298
-63.89673623775294,13368
-18.62755944819512,13438
-45.15051938504714,13508
-69.9255689543465,13578
-33.009016663593,13648
-97.83711698719816,13698
-52.96750565076713,13768
-39.493888467228025,13838
-41.47811665902645,13908
-99.27511212376274,13978
-62.295149312522575,14048
-57.6269517908718,14118
-55.98879268409952,14188
-58.58814430428369,14258
-61.90407002485999,14328
-40.4352178774975,14398
-51.620569749838786,14468
-46.704022767463776,14538
-17.79034286830167,14546
-55.256177600758626,14616
-3.3670875909251463,14617
-50.64194595048803,14687
-59.26462322582734,14757
-49.885209719240386,14827
-45.28008067606084,14848
-41.736957725952315,14918
-55.70090342309794,14988
-57.721594539986754,15058
-41.186038827480274,15128
-73.7545564237579,15198
-81.19104972129,15268
-103.95099427462819,15338
-27.844253602505397,15408
-74.09493812864793,15478
-49.24105688589421,15548
-44.25555331275331,15618
-33.23082788726824,15688
-48.54945754281147,15758
-13.695824182419104,15774
-74.74147301824455,15844
-3.5009949818342596,15845
-51.011966996086365,15915
-39.90749040644866,15985
-61.682349048697574,16055
-55.52421112528057,16125
-41.352428359404676,16195
-35.758086031422174,16265
-36.011749690237245,16335
-25.002673072465853,16405
-28.737141692946267,16419
-73.92701683280829,16489
-47.42556885696683,16510
-35.83638572483806,16580
-33.48339515070261,16650
-64.99651504433118,16720
-50.271019391791576,16790
-73.94229843601977,16860
-32.082775060335,16930
-65.78086140922639,17000
-27.866509806760625,17070
-50.187185383437516,17140
-55.3874563160681,17210
-63.47626151047035,17280
-59.95077643102033,17350
-32.94439076370343,17420
-2.408404640986747,17421
-27.601529388494548,17491
-40.25335497120546,17561
-55.78593843842531,17625
-42.47761741101821,17695
-41.46946729100935,17765
-34.98633792826477,17835
-28.372329651391176,17905
-67.93815417885175,17975
-35.5798491442315,18045
-26.696258535934895,18115
-40.89468309386001,18185
-84.23207134965686,18255
-22.759888747056728,18325
-37.02344127397898,18361
-66.83009109595714,18431
-37.453879852735554,18501
-41.835391589999446,18524
-76.10480778878116,18594
-33.0963424865296,18645
-95.21095195403066,18715
-43.90138656365613,18736
-73.41611946345257,18806
-117.74551950709571,18876
-80.68317835767567,18923
-100.75286038582222,18993
-87.70046632274754,19040
-46.532778256338055,19110
-73.99605985667301,19180
-64.69207679056309,19250
-12.934394048286432,19256
