check,passed,value,baseline
benchmark_pa_better_than_acc,True,6.23088077809641,12.441167494550818
benchmark_pa_safety,True,"vr=0.0277, upper=0.0143, gap=20.523",vr<=0.20 & upper<=0.20 & gap<=50.0
ablation_pa_better_than_no_prediction,True,6.563702206372238,7.71116889173401
ablation_pa_safety_gate,True,"upper=0.0227, gap=16.384, valid=1.000",upper<=0.20 & gap<=50.0 & valid>=0.20
ablation_fuel_rank,False,mean_prediction > mechanism_w_o_adaptive_weights > mechanism_w_o_dyn_dsafe > mechanism_pa_adaptive > pa_csac_no_adaptive > mechanism_w_o_ada_and_dsafe > pa_csac > no_prediction,best_should_be_pa_csac
