mode,ablation_group,fuel_l_per_100km,gap_rmse,jerk_rmse,soc_dev_rmse,valid_episode_ratio,avg_reward_w_energy,avg_reward_w_safe,avg_viol_upper,avg_viol_lower,metric_valid,paper_valid,infer_time_ms,fuel_improve_vs_no_pred_pct
no_prediction,info,7.71116889173401,13.818461011217972,0.6153705445219495,0.012380026634988552,0.8235294117647058,0.5,0.5,0.00816326530612245,0.03775510204081633,True,True,0.7320315310403667,0.0
mean_prediction,info,4.402158921373398,19.982560143448506,0.3302376209081202,0.015751168907436806,0.8823529411764706,0.5,0.5,0.008571428571428572,0.0038095238095238095,True,True,0.9518086665221268,42.91191149901679
pa_csac,info,6.563702206372238,16.384080984470135,0.5092392886106611,0.01560284252272305,1.0,0.5,0.5,0.0226890756302521,0.03529411764705882,True,True,0.8512005883713151,14.88058038246056
pa_csac_no_adaptive,info,5.658958326622019,15.821454558512505,0.4171469544516299,0.016182896669505942,0.9411764705882353,0.5,0.5,0.015178571428571428,0.022321428571428572,True,True,1.041310089021863,26.613482260930095
mechanism_pa_adaptive,mechanism,5.4238888818947,13.984105296942584,0.405299886758682,0.016258124583574146,0.9411764705882353,0.5435539722926316,0.4564460277073684,0.014285714285714285,0.01875,True,True,0.9675380354435349,29.661910430870737
mechanism_w_o_adaptive_weights,mechanism,5.271135637224198,14.134362334520295,0.39624618135233974,0.015596448088596003,0.9411764705882353,0.5,0.5,0.014285714285714285,0.020535714285714286,True,True,0.7669042859301304,31.64284544623846
mechanism_w_o_dyn_dsafe,mechanism,5.307070074677014,14.080668731499346,0.40084307725527657,0.015286506133891048,0.9411764705882353,0.5435539722926316,0.4564460277073684,0.015178571428571428,0.014285714285714285,True,True,0.9038666074307652,31.17684038322738
mechanism_w_o_ada_and_dsafe,mechanism,5.790854664374338,16.342669041095665,0.4443558743706031,0.015369230910157851,0.8823529411764706,0.5,0.5,0.008571428571428572,0.024761904761904763,True,True,0.818809618912859,24.903023838813247
