episode_reward,step
-48.88880378294531,70
-34.91184208601962,140
-34.04218733961959,210
-49.67509632032905,280
-49.06069619071255,350
-32.13303857953896,420
-41.07546163748594,490
-34.87884143216519,560
-45.826009063830504,630
-41.11023627623497,700
-51.56157911751535,770
-12.459415958618555,785
-55.938736081668246,855
-3.4363274264085306,856
-37.008521548793354,926
-35.455430899115825,996
-38.10439943697023,1066
-46.119922347031675,1136
-32.250078994958656,1206
-35.33353581926264,1276
-36.5788113464104,1346
-38.031801964632024,1416
-63.702398337715444,1486
-57.77819778525232,1556
-49.837528338503006,1626
-33.417311908556954,1696
-39.15881963975237,1766
-47.545971212505066,1836
-43.91898659878815,1906
-38.92760799650697,1976
-38.949974262571814,2046
-62.02948688754251,2116
-43.008081492535815,2186
-44.940022020389335,2256
-40.20834254662508,2326
-42.01091047633735,2396
-48.55315560377657,2466
-37.88038331500988,2536
-3.0797619874166267,2537
-32.28864893763389,2607
-42.35524229888537,2677
-54.01541382828156,2747
-45.6399943137906,2817
-43.675907494144305,2887
-34.194484602241786,2957
-41.52833414442973,3027
-39.90926594914233,3097
-48.37009278259525,3167
-35.67576728651285,3237
-42.10335932214699,3307
-41.05885392167885,3377
-34.99932277866172,3447
-38.70632198705769,3517
-50.25717428842836,3587
-39.11012166937493,3657
-47.91517671609531,3727
-37.806698932511274,3797
-32.71309451236984,3867
-42.82675187064764,3937
-55.720456028417885,4007
-27.622567859431953,4077
-41.70276407966604,4147
-57.22017524187878,4217
-41.13131029469927,4287
-51.14141765476877,4357
-39.96182003287991,4427
-39.80094599927855,4497
-47.16895173784745,4567
-69.5444901348129,4637
-44.78801725223217,4707
-3.5036790353302023,4708
-45.686796303732464,4778
-29.124375382976268,4848
-44.26123682773877,4918
-73.06607499556577,4988
-38.29516607967602,5058
-49.08320182077533,5128
-40.38884000058252,5198
-38.33198279631084,5268
-44.98004089557071,5338
-40.898068842922555,5408
-37.905440878944184,5478
-46.28072918644914,5548
-54.613784013282306,5618
-50.0078985255192,5688
-46.70249544143518,5758
-37.18854274945924,5828
-39.71564667547235,5898
-32.7395084364518,5968
-59.30213724416326,6038
-3.697878947856007,6039
-38.43795254865743,6109
-42.82699653584518,6179
-43.24900385395989,6249
-37.28809642051167,6319
-40.41902290299335,6389
-34.52199981596476,6459
-34.35847079153042,6529
-39.47908766762273,6599
-73.97630128383804,6669
-56.00720947171316,6739
-69.15555795156558,6809
-40.01828201740226,6879
-39.709846241474615,6949
-45.28687821195068,7019
-46.96753097826281,7089
-32.05607924765331,7159
-34.34315267905777,7229
-48.79728881267173,7299
-45.25298610872342,7369
-47.31514728483718,7439
-45.9119961314084,7509
-44.39530355083826,7579
-50.069052113796275,7649
-37.11016155565679,7719
-3.0802354060764072,7720
-35.20999196772324,7790
-40.69513662365818,7860
-40.48403567204101,7930
-38.14003174642285,8000
-37.123734589565665,8070
-50.945735862557584,8140
-41.836492353334336,8210
-44.54166292027165,8280
-29.594704971323107,8350
-52.3263422339885,8420
-43.76381603777741,8490
-37.7357958265772,8560
-31.434987197205846,8630
-42.37905414603473,8700
-51.64853898902334,8770
-36.28205070347136,8840
-57.144820148136,8910
-42.95461532351002,8980
-38.849281283433264,9050
-43.511094329301194,9120
-45.353850579053365,9190
-41.07748525370344,9260
-51.51652243472437,9330
-45.26643675447871,9400
-38.07759932745088,9470
-55.9178783331464,9540
-33.62982911616554,9610
-39.78393202353042,9680
-36.331397492910874,9750
-70.49260753094363,9820
-46.22931599788984,9890
-3.504480987249835,9891
-51.814901560063085,9961
-50.06465018741766,10031
-43.49810362294051,10101
-46.061251632908686,10171
-38.45844809991352,10241
-41.46321264952641,10311
-48.63918803005869,10381
-38.197926016319876,10451
-44.791500907905444,10521
-35.09453854910978,10591
-37.215360607316825,10661
-33.040311710041976,10731
-40.05485552477005,10801
-48.539229102081876,10871
-53.654601599452164,10941
-34.93162734022797,11011
-45.36561889012841,11081
-68.87878155059909,11151
-51.129655732974726,11221
-3.698346033059376,11222
-33.84166787575684,11292
-33.4054326237316,11362
-37.10738463775971,11432
-39.94528561079658,11502
-41.75105848804519,11572
-36.790568353575544,11642
-34.63473240633532,11712
-33.080214265159604,11782
-62.043095525078044,11852
-55.81182279312826,11922
-63.23132826086797,11992
-39.72705545395712,12062
-35.07422856965721,12132
-45.53592748919092,12202
-31.411469761950713,12272
-33.83918490458768,12342
-34.52803873302383,12412
-55.61912690169642,12482
-40.889878396488704,12552
-49.869827724533145,12622
-37.89362280656132,12692
-53.90548477684069,12762
-52.33404930786144,12832
-35.38539073242758,12902
-3.080226140174713,12903
-32.31976417465108,12973
-41.71665037984027,13043
-51.207867708558446,13113
-41.01028749790953,13183
-45.1117330411755,13253
-35.998433985333314,13323
-41.388581305332146,13393
-51.062219514431405,13463
-29.626630267433782,13533
-38.63468241243681,13603
-43.88427775671612,13673
-37.56361620653796,13743
-31.3789086003476,13813
-44.20534385391921,13883
-53.164119625585336,13953
-43.95587281395419,14023
-64.92500710081241,14093
-43.40950207326653,14163
-42.820727220724415,14233
-48.59785208021745,14303
-46.034755295962,14373
-31.97852988829651,14443
-41.11765307472737,14513
-46.032142680854555,14583
-46.88514210587681,14653
-53.47746132401586,14723
-38.592141557384466,14793
-41.243927748298255,14863
-31.895846157124847,14933
-76.63090545687082,15003
-50.36769112696069,15073
-3.5044959039350334,15074
-52.09102558319863,15144
-53.05183623874421,15214
-43.25205760250071,15284
-46.78181997268431,15354
-40.58408561560127,15424
-41.584192813816706,15494
-35.28064006968824,15564
-40.66811149096095,15634
-52.47844039888873,15704
-35.14330693453076,15774
-37.382010588762846,15844
-33.420405527869335,15914
-40.31291013114005,15984
-48.578825295788235,16054
-53.67169096998427,16124
-35.218540520195226,16194
-46.11130922372039,16264
-33.98303119733406,16334
-51.20527539991457,16404
-3.698338851044633,16405
-42.318756629380964,16475
-33.478035091505696,16545
-37.387547747900314,16615
-40.110393594097225,16685
-41.81963828272869,16755
-37.937330776887045,16825
-34.63715858645203,16895
-33.59078490525865,16965
-62.86862028344729,17035
-57.28812622691934,17105
-74.64941370093173,17175
-40.190919183438865,17245
-35.16651815539486,17315
-45.645156509042245,17385
-31.35615305976242,17455
-31.31074148969461,17525
-34.48477040861162,17595
-55.78063299084441,17665
-40.893810088511245,17735
-49.886147003261335,17805
-37.945909097324304,17875
-53.96701761798961,17945
-52.27219633110921,18015
-35.43331353933761,18085
-3.080228600752703,18086
-32.357368537999356,18156
-41.70974328961767,18226
-51.25022639376777,18296
-41.02920024877063,18366
-45.28453163253472,18436
-36.18392662635327,18506
-41.39636561531482,18576
-51.30802659109075,18646
-29.624557057417142,18716
-38.63439312651552,18786
-43.870384442818114,18856
-37.887326173683036,18926
-31.43927882697093,18996
-44.19761175813195,19066
-51.86689239645321,19136
-34.742096108600364,19206
-54.45078430567604,19276
-43.56030194533071,19346
-42.896994111267595,19416
-48.5178760020141,19486
-45.98270965070028,19556
-31.97295313063285,19626
-41.12890995993802,19696
-46.07786952969505,19766
-46.4667831243839,19836
-53.57076320320173,19906
-38.6132450233185,19976
-41.23234354670185,20046
-30.246931344916636,20116
-76.6138107314823,20186
-46.28545522868569,20256
-3.504488818748024,20257
-52.451740771515034,20327
-53.0325935919501,20397
-43.255601988172955,20467
-47.36624987863856,20537
-40.7486773467972,20607
-41.538273552166594,20677
-35.21370546983284,20747
-38.421876025551285,20817
-52.540279264397775,20887
-41.226946633411195,20957
-36.949441581341,21027
-33.41947142370456,21097
-40.302583564304086,21167
-48.80405956081791,21237
-53.697784097634106,21307
-34.835596844366066,21377
-46.12206755873785,21447
-68.84409965069678,21517
-51.20238774904451,21587
-3.698324242449069,21588
-42.60488944396683,21658
-33.41927244008829,21728
-37.43203152013177,21798
-40.114366056026945,21868
-41.818012096260766,21938
-37.79720888540652,22008
-34.638767446910634,22078
-33.43952772116973,22148
-62.92787861916326,22218
-57.339005104603956,22288
-74.58863899380523,22358
-40.228166707495035,22428
-35.9154853017467,22498
-45.57418338629579,22568
-31.374495305426084,22638
-31.318889280410907,22708
-41.71056197590186,22778
-55.71340232320745,22848
-40.86542046161513,22918
-49.85555997302802,22988
-37.92444952398583,23058
-53.78036346621789,23128
-52.310356835746376,23198
-35.43722993375247,23268
-3.080237478017804,23269
-32.36433816446492,23339
-39.80994476356653,23409
-51.26007616383458,23479
-40.91473721387337,23549
-45.22940012892551,23619
-36.01202557577194,23689
-41.368645831735606,23759
-48.71985663958882,23829
-29.62702561167817,23899
-38.530103742938685,23969
-44.03226843103561,24039
-37.77933315965896,24109
-31.41880761828562,24179
-44.34050620065589,24249
-53.21649778601356,24319
-37.65080731505215,24389
-54.69794705549728,24459
-43.55579426406592,24529
-42.900841572255466,24599
-48.64156694083286,24669
-46.022979948257024,24739
-31.967569063309984,24809
-41.13661622891269,24879
-51.28623698671247,24949
-46.89798899292822,25019
-67.44493399480591,25089
-34.06589926083725,25159
-40.98278631335787,25229
-30.343065086200426,25299
-76.63498296818602,25369
-50.37554143567818,25439
-3.504485038699889,25440
-52.458041072488584,25510
-52.91167734518113,25580
-40.07585265632789,25650
-47.427514397868975,25720
-40.75810834028544,25790
-41.540918424023104,25860
-48.64018353421504,25930
-40.65643461360147,26000
-52.213342228367736,26070
-35.00175371482476,26140
-37.38808902120956,26210
-33.435883190355646,26280
-40.17609445111082,26350
-48.83950855133058,26420
-53.68246047548805,26490
-35.31253811503705,26560
-46.15604779474192,26630
-33.798610262892325,26700
-51.16452344314877,26770
-3.6983455049395677,26771
-42.71260952207502,26841
-33.48556765087226,26911
-37.439575326656616,26981
-40.01253101712028,27051
-41.818181006842515,27121
-37.93808808522597,27191
-34.602726886434354,27261
-33.551521667052064,27331
-62.508045854746456,27401
-57.14894358646556,27471
-74.62982386969837,27541
-40.15790961372705,27611
-35.12683520071459,27681
-45.676942732661786,27751
-31.353473938640345,27821
-31.29457737442375,27891
-34.65672348512055,27961
-55.71552094149317,28031
-40.876578922817906,28101
-49.87334292821322,28171
-37.94768923688151,28241
-53.93321764199852,28311
-52.289950982674554,28381
-35.41331902817314,28451
-3.080236275209716,28452
-32.36862268920784,28522
-41.81315349388771,28592
-44.01468086540404,28662
-41.0453864613869,28732
-45.25251101637509,28802
-40.94329849494565,28872
-41.400178863454016,28942
-51.48868965206307,29012
-29.62600242304938,29082
-38.59559852893334,29152
-43.92297065130539,29222
-37.819670442910954,29292
-31.43709285019226,29362
-44.45851529559401,29432
-53.246195654713674,29502
-34.7451528760144,29572
-64.77306969672574,29642
-43.5573114476687,29712
