mode,ablation_group,fuel_l_per_100km,gap_rmse,jerk_rmse,soc_dev_rmse,valid_episode_ratio,avg_reward_w_energy,avg_reward_w_safe,avg_viol_upper,avg_viol_lower,metric_valid,paper_valid,fuel_improve_vs_no_pred_pct
no_prediction,info,3.851662785715626,22.104637650838583,0.3945327516814033,0.016778273746725345,0.8823529411764706,0.5,0.5,0.03333333333333333,0.008571428571428572,True,True,0.0
mean_prediction,info,3.7495014248542793,19.199551487347787,0.20161387771707592,0.014902012919271755,0.9411764705882353,0.5,0.5,0.03214285714285714,0.0017857142857142857,True,True,2.6523962907714806
pa_csac,info,5.491885984421267,22.23964424549051,0.4565012037364567,0.02373151055085803,0.8823529411764706,0.5006397725304101,0.49936022746958986,0.039047619047619046,0.011428571428571429,True,True,-42.58480791175734
pa_csac_no_adaptive,info,3.6832541016856477,27.039233349693184,0.2405113145831882,0.016045535563550574,0.8823529411764706,0.5,0.5,0.045714285714285714,0.004761904761904762,True,True,4.3723631428624286
mechanism_pa_adaptive,mechanism,4.04759183238488,24.686542855900527,0.24152849498835086,0.018765475730582327,1.0,0.45,0.55,0.043697478991596636,0.0025210084033613447,True,True,-5.086869167152463
mechanism_w_o_adaptive_weights,mechanism,5.000609406310857,27.3210615625542,0.34446081828404407,0.02098295505793531,0.9411764705882353,0.5,0.5,0.05357142857142857,0.009821428571428571,True,True,-29.829886065214307
mechanism_w_o_dyn_dsafe,mechanism,3.7464960254540216,28.925885082530126,0.206647447333532,0.01513839883548324,1.0,0.45,0.55,0.041176470588235294,0.0016806722689075631,True,True,2.7304249128877154
mechanism_w_o_ada_and_dsafe,mechanism,3.7483511503330895,28.868490337228568,0.2995202871007189,0.01629961236246625,0.8235294117647058,0.5,0.5,0.04795918367346939,0.00510204081632653,True,True,2.682260652871291
