check,passed,value,baseline
benchmark_pa_better_than_acc,True,5.049640880029506,12.640448582737719
benchmark_pa_safety,True,"vr=0.0555, upper=0.0454, gap=24.101",vr<=0.20 & upper<=0.20 & gap<=50.0
ablation_pa_better_than_no_prediction,False,5.479335253400743,4.5778559821781215
ablation_pa_safety_gate,True,"upper=0.0437, gap=23.625, valid=0.941",upper<=0.20 & gap<=50.0 & valid>=0.20
ablation_fuel_rank,False,mechanism_w_o_ada_and_dsafe > no_prediction > pa_csac_no_adaptive > mechanism_pa_adaptive > pa_csac > mechanism_w_o_dyn_dsafe > mechanism_w_o_adaptive_weights > mean_prediction,best_should_be_pa_csac
