steps,terminated_reason,collision,numeric_invalid,vr_hard,vr_wide,upper_rate,lower_rate,jerk_rate,ttc_rate,gap_rmse,shield_rate,rate_limit_rate,shield_delta_abs_mean,fuel_l_per_100km,distance_km,jerk_rmse,scenario_idx,group_idx,valid_legacy,valid_current,fail_channels
70,timeout,0,0,0.1,0.1,0.0,0.1,0.08571428571428572,0.0,16.6299387158999,0.05714285714285714,0.7,0.6952857193946839,14.920692920350614,0.5808540093946457,1.3721568022018142,0,0,True,True,ok
70,timeout,0,0,0.17142857142857143,0.17142857142857143,0.0,0.15714285714285714,0.07142857142857142,0.0,23.068979748915172,0.14285714285714285,0.5285714285714286,0.6224285755157472,15.784749884625471,0.7673812233734132,1.3017559569399217,1,1,True,True,ok
70,timeout,0,0,0.14285714285714285,0.14285714285714285,0.0,0.12857142857142856,0.08571428571428572,0.0,18.47285754771679,0.08571428571428572,0.6571428571428571,0.7440000088555472,15.969395399927574,0.4583664090204239,1.3482327075752782,2,2,True,True,ok
70,timeout,0,0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.08571428571428572,0.0,15.221969834494045,0.04285714285714286,0.7285714285714285,0.7602857200758797,16.306858337827,0.3648713667678833,1.4061416307450274,3,3,True,True,ok
70,timeout,0,0,0.11428571428571428,0.11428571428571428,0.0,0.1,0.08571428571428572,0.0,12.701198951516663,0.05714285714285714,0.7714285714285715,0.756857153075082,16.76402713433237,0.28129179385185243,1.4812157169028417,4,4,True,True,ok
70,timeout,0,0,0.14285714285714285,0.14285714285714285,0.0,0.11428571428571428,0.08571428571428572,0.0,15.455068667638894,0.04285714285714286,0.7428571428571429,0.764000010217939,17.280812238360234,0.32025701261520384,1.3947944051672456,5,5,True,True,ok
70,timeout,0,0,0.05714285714285714,0.05714285714285714,0.0,0.05714285714285714,0.05714285714285714,0.0,4.473645538184592,0.04285714285714286,0.7142857142857143,0.7142857275690351,18.18229608525595,0.0803332474756241,1.1201428542665963,6,6,True,True,ok
70,timeout,0,0,0.12857142857142856,0.12857142857142856,0.0,0.1,0.07142857142857142,0.0,15.782338711716061,0.11428571428571428,0.6857142857142857,0.754714293207441,24.987830742928622,0.177056350479126,1.31757678219796,7,7,True,True,ok
70,timeout,0,0,0.1,0.1,0.0,0.08571428571428572,0.05714285714285714,0.0,19.931317857116316,0.07142857142857142,0.6571428571428571,0.6371428622518266,14.380698888641513,0.6759964134073253,1.254668995660081,8,8,True,True,ok
70,timeout,0,0,0.11428571428571428,0.11428571428571428,0.0,0.1,0.07142857142857142,0.0,24.65159877912634,0.05714285714285714,0.6571428571428571,0.6711428598676409,16.10471596339043,0.6857435142135619,1.2833750147838427,9,9,True,True,ok
70,timeout,0,0,0.11428571428571428,0.21428571428571427,0.1,0.08571428571428572,0.07142857142857142,0.0,28.18383241934326,0.07142857142857142,0.6142857142857143,0.6572857248442514,14.483871358162965,0.7541410934567446,1.319154493810432,10,10,False,True,legacy:vr_wide
70,timeout,0,0,0.12857142857142856,0.12857142857142856,0.0,0.12857142857142856,0.07142857142857142,0.0,19.14820273198457,0.02857142857142857,0.7,0.6317142898014614,15.350977440689839,0.6607879794692996,1.3213672572647728,11,11,True,True,ok
70,timeout,0,0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.07142857142857142,0.0,21.865048172608763,0.08571428571428572,0.6142857142857143,0.6241428619112287,15.847459202085263,0.6816847191619874,1.2993152042518397,12,12,True,True,ok
70,timeout,0,0,0.12857142857142856,0.2,0.07142857142857142,0.11428571428571428,0.08571428571428572,0.0,21.25868075102344,0.1,0.6428571428571429,0.6790000166893004,14.642571233297208,0.9247286112833017,1.3326482782222742,13,13,True,True,ok
70,timeout,0,0,0.14285714285714285,0.24285714285714285,0.1,0.11428571428571428,0.08571428571428572,0.0,28.15967508752141,0.08571428571428572,0.6142857142857143,0.6670000061307636,15.258509516459707,0.9242538187408439,1.4224596404015926,14,14,False,True,legacy:vr_wide
70,timeout,0,0,0.02857142857142857,0.08571428571428572,0.05714285714285714,0.014285714285714285,0.02857142857142857,0.0,17.17894647811999,0.15714285714285714,0.6142857142857143,0.5371428642954146,8.772178010157734,0.9607811919641494,1.0165319226992575,15,15,True,True,ok
70,timeout,0,0,0.04285714285714286,0.04285714285714286,0.0,0.02857142857142857,0.04285714285714286,0.0,15.916404105737827,0.14285714285714285,0.7428571428571429,0.7401428649766106,10.540809654489475,0.8739212079906469,1.2358351757547958,16,16,True,True,ok
