steps,terminated_reason,collision,numeric_invalid,vr_hard,vr_wide,upper_rate,lower_rate,jerk_rate,ttc_rate,gap_rmse,shield_rate,rate_limit_rate,shield_delta_abs_mean,fuel_l_per_100km,distance_km,jerk_rmse,scenario_idx,group_idx,valid_legacy,valid_current,fail_channels
70,timeout,0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.08476076156688,0.0,0.0,0.0,2.771479432710961,0.578079050843633,0.00038408624961829425,0,0,True,True,ok
70,timeout,0,0,0.0,0.11428571428571428,0.11428571428571428,0.0,0.0,0.0,35.7884022025954,0.21428571428571427,0.05714285714285714,0.11983711822839853,3.1702328289856982,0.7330838186467473,0.2970264948367187,1,1,True,True,ok
70,timeout,0,0,0.014285714285714285,0.014285714285714285,0.0,0.014285714285714285,0.0,0.0,34.59627447939024,0.08571428571428572,0.05714285714285714,0.0942916653737692,3.0853057409699716,0.43220460581805603,0.29510849633886355,2,2,True,True,ok
70,timeout,0,0,0.02857142857142857,0.02857142857142857,0.0,0.02857142857142857,0.0,0.0,36.17800810146607,0.17142857142857143,0.05714285714285714,0.1399934395317853,3.4040233477532094,0.3689616899839598,0.39553956779219696,3,3,True,True,ok
70,timeout,0,0,0.014285714285714285,0.014285714285714285,0.0,0.014285714285714285,0.0,0.0,40.48048153169625,0.08571428571428572,0.05714285714285714,0.12294300950381774,4.318477758280546,0.22325864162673503,0.2951208418962729,4,4,True,True,ok
70,timeout,0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.52515433347375,0.014285714285714285,0.05714285714285714,0.0800765652878077,3.5050215724829683,0.3007775991119965,0.29317841789663046,5,5,True,True,ok
70,timeout,0,0,0.0,0.0,0.0,0.0,0.0,0.0,37.88417361049501,0.1,0.05714285714285714,0.09716329970496843,17.608965408413756,0.040105411289600885,0.29600126012415456,6,6,True,True,ok
70,timeout,0,0,0.04285714285714286,0.2714285714285714,0.22857142857142856,0.04285714285714286,0.0,0.0,49.98946449404505,0.45714285714285713,0.05714285714285714,0.2557035299959326,11.947223854754991,0.08273409196920113,0.31643846867431774,7,7,False,False,legacy:vr_wide;cur:upper
70,timeout,0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.52253880411232,0.07142857142857142,0.0,0.01417004410676392,2.9362520191585535,0.649509877425211,0.03346684717898641,8,8,True,True,ok
70,timeout,0,0,0.0,0.04285714285714286,0.04285714285714286,0.0,0.0,0.0,31.11132551727686,0.15714285714285714,0.0,0.03123246578848921,3.2057376944834783,0.6499784754595139,0.0474945662513347,9,9,True,True,ok
70,timeout,0,0,0.0,0.5571428571428572,0.5571428571428572,0.0,0.0,0.0,65.43766143591934,0.1,0.0,8.605678366231067e-05,2.688178916101111,0.7088863373222121,0.0026120091030869506,10,10,False,False,legacy:vr_wide;cur:upper;cur:gap
70,timeout,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.84290460073069,0.1,0.04285714285714286,0.04532161143901092,2.871869851012041,0.6482438944547856,0.17734963211240415,11,11,True,True,ok
70,timeout,0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.986988200591448,0.04285714285714286,0.04285714285714286,0.03402653822302818,2.7035354992190306,0.6593338523604727,0.17250019362664967,12,12,True,True,ok
44,dropout,0,0,0.0,1.0,1.0,0.0,0.0,0.0,83.13424230548388,0.4090909090909091,0.0,0.009567432685765776,2.833750827602328,0.48552423420649676,0.04264277960328135,13,13,False,False,dropout
18,dropout,0,0,0.0,1.0,1.0,0.0,0.0,0.0,93.38902554192003,0.5,0.0,0.02667127377482959,3.174520447949942,0.19317048029290745,0.09084439695525552,14,14,False,False,too_short;dropout
70,timeout,0,0,0.0,1.0,1.0,0.0,0.0,0.0,77.22314644946351,0.05714285714285714,0.0,0.005737898053568123,2.8273312986313153,0.90034403694432,0.04751734413174879,15,15,False,False,legacy:vr_wide;cur:upper;cur:gap
70,timeout,0,0,0.0,0.22857142857142856,0.22857142857142856,0.0,0.0,0.0,50.00825568838035,0.0,0.0,0.0,2.7065799143835223,0.8434940156361553,0.0006134790682945392,16,16,False,False,legacy:vr_wide;cur:upper;cur:gap
