steps,terminated_reason,collision,numeric_invalid,vr_hard,vr_wide,upper_rate,lower_rate,jerk_rate,ttc_rate,gap_rmse,shield_rate,rate_limit_rate,shield_delta_abs_mean,fuel_l_per_100km,distance_km,jerk_rmse,scenario_idx,group_idx,valid_legacy,valid_current,fail_channels
70,timeout,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.755207431583482,0.0,0.0,0.0,2.7778204424592996,0.5794158979179338,0.0004085552493112697,0,0,True,True,ok
70,timeout,0,0,0.0,0.11428571428571428,0.11428571428571428,0.0,0.0,0.0,35.63702552721437,0.21428571428571427,0.05714285714285714,0.11951655534761293,3.174837538721735,0.7336050728386209,0.29693076326409507,1,1,True,True,ok
70,timeout,0,0,0.014285714285714285,0.014285714285714285,0.0,0.014285714285714285,0.0,0.0,34.199654339396176,0.08571428571428572,0.05714285714285714,0.09429391809672652,3.0907187428893894,0.4333331552216835,0.29511220707854946,2,2,True,True,ok
70,timeout,0,0,0.014285714285714285,0.014285714285714285,0.0,0.014285714285714285,0.0,0.0,35.92748872467781,0.17142857142857143,0.07142857142857142,0.16332150963437744,3.390765935232446,0.3673002085915634,0.4003942226641629,3,3,True,True,ok
70,timeout,0,0,0.014285714285714285,0.014285714285714285,0.0,0.014285714285714285,0.0,0.0,39.94035076072214,0.08571428571428572,0.05714285714285714,0.1227027717465535,4.31243359319836,0.22463484919989976,0.29496193475571486,4,4,True,True,ok
70,timeout,0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.425839404618014,0.014285714285714285,0.05714285714285714,0.08005960284200099,3.5059695013536474,0.3011868168146579,0.2930515800915038,5,5,True,True,ok
70,timeout,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36.918608506077554,0.1,0.05714285714285714,0.09692346851075337,16.680886910865897,0.042648878529979846,0.29600728111468005,6,6,True,True,ok
70,timeout,0,0,0.04285714285714286,0.2714285714285714,0.22857142857142856,0.04285714285714286,0.0,0.0,49.413790877668504,0.45714285714285713,0.05714285714285714,0.25613036727549376,11.73073065903958,0.0858296393887373,0.31639868913114616,7,7,False,False,legacy:vr_wide;cur:upper
70,timeout,0,0,0.0,0.0,0.0,0.0,0.0,0.0,39.50963988978396,0.07142857142857142,0.0,0.014088177907147578,2.9465096507841406,0.6520697492233012,0.03335843035890766,8,8,True,True,ok
70,timeout,0,0,0.0,0.04285714285714286,0.04285714285714286,0.0,0.0,0.0,30.787718604687186,0.15714285714285714,0.0,0.03099603265523911,3.2154695040280665,0.6499723947084626,0.04719281181286228,9,9,True,True,ok
70,timeout,0,0,0.0,0.5,0.5,0.0,0.0,0.0,62.14629053956752,0.0,0.0,0.0,2.7750756488605024,0.7233146304171533,0.0023687305595812406,10,10,False,False,legacy:vr_wide;cur:upper;cur:gap
70,timeout,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.883377520928814,0.1,0.04285714285714286,0.045306045528035604,2.873535662891054,0.6479131651357116,0.17398431980593618,11,11,True,True,ok
70,timeout,0,0,0.0,0.3,0.3,0.0,0.0,0.0,48.64017335773196,0.32857142857142857,0.05714285714285714,0.14185861634988603,3.426182134960274,0.602417484504357,0.29681448510022773,12,12,False,False,legacy:vr_wide;cur:upper
46,dropout,0,0,0.0,1.0,1.0,0.0,0.0,0.0,83.12852448831833,0.06521739130434782,0.0,0.012829042872940394,2.9217090174649845,0.5107519271311346,0.058100238569607804,13,13,False,False,dropout
18,dropout,0,0,0.0,1.0,1.0,0.0,0.0,0.0,93.2874514864482,0.05555555555555555,0.0,0.010913267514357965,3.052622450460687,0.19314924455396826,0.06615918598513339,14,14,False,False,too_short;dropout
70,timeout,0,0,0.0,1.0,1.0,0.0,0.0,0.0,79.2136787063652,0.02857142857142857,0.0,0.005638071782886982,2.844615292848789,0.8988810738092744,0.04734935749656773,15,15,False,False,legacy:vr_wide;cur:upper;cur:gap
70,timeout,0,0,0.0,0.0,0.0,0.0,0.0,0.0,48.437661992570035,0.0,0.0,0.0,2.736964513740118,0.8481587275599595,0.0005959546951127277,16,16,True,True,ok
