steps,terminated_reason,collision,numeric_invalid,vr_hard,vr_wide,upper_rate,lower_rate,jerk_rate,ttc_rate,gap_rmse,shield_rate,rate_limit_rate,shield_delta_abs_mean,fuel_l_per_100km,distance_km,jerk_rmse,scenario_idx,group_idx,valid_legacy,valid_current,fail_channels
70,timeout,0,0,0.0,0.12857142857142856,0.12857142857142856,0.0,0.0,0.0,48.77340630349171,0.15714285714285714,0.02857142857142857,0.03928571496691023,3.1886340697112825,0.5284740055441862,0.10035650991503016,0,0,True,True,ok
70,timeout,0,0,0.0,0.32857142857142857,0.32857142857142857,0.0,0.0,0.0,51.7155296223524,0.2,0.08571428571428572,0.08071428877966745,2.761388098929159,0.7136012184023851,0.16539995281085715,1,1,False,False,legacy:vr_wide;cur:upper;cur:gap
70,timeout,0,0,0.0,0.0,0.0,0.0,0.0,0.0,41.27875787828532,0.04285714285714286,0.07142857142857142,0.023571430274418423,2.6494230199646434,0.43208640623092665,0.15000000340597977,2,2,True,True,ok
70,timeout,0,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0503661178174,0.04285714285714286,0.1,0.034285716669900074,2.7092514531181062,0.3553683143615717,0.1681835780347909,3,3,True,True,ok
70,timeout,0,0,0.0,0.0,0.0,0.0,0.0,0.0,33.06969498235745,0.11428571428571428,0.08571428571428572,0.05785714592252459,3.4459576968400367,0.25047538042068473,0.15833960371340924,4,4,True,True,ok
70,timeout,0,0,0.0,0.0,0.0,0.0,0.0,0.0,31.75721829813182,0.07142857142857142,0.12857142857142856,0.05214286054883684,2.984533760270595,0.299160012102127,0.20053500492595047,5,5,True,True,ok
70,timeout,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.577997042131955,0.014285714285714285,0.2571428571428571,0.06071429150445121,9.25647518257892,0.0822992473220825,0.37673408657453916,6,6,True,True,ok
70,timeout,0,0,0.02857142857142857,0.2571428571428571,0.22857142857142856,0.02857142857142857,0.0,0.0,45.279003170946204,0.2857142857142857,0.08571428571428572,0.11857142857142858,10.867301924025169,0.11093135138511658,0.4047221279068334,7,7,False,False,legacy:vr_wide;cur:upper
70,timeout,0,0,0.0,0.5142857142857142,0.5142857142857142,0.0,0.0,0.0,56.14628229973473,0.11428571428571428,0.014285714285714285,0.030714286395481658,2.9774908610754203,0.6236114114761362,0.08323804075404123,8,8,False,False,legacy:vr_wide;cur:upper;cur:gap
70,timeout,0,0,0.0,0.6571428571428571,0.6571428571428571,0.0,0.0,0.0,67.39350999993245,0.34285714285714286,0.02857142857142857,0.07642857210976739,3.5793110624982796,0.6077335093855859,0.11862305459869742,9,9,False,False,legacy:vr_wide;cur:upper;cur:gap
48,dropout,0,0,0.0,1.0,1.0,0.0,0.0,0.0,97.49176754888204,0.0625,0.041666666666666664,0.016875000993410747,2.7796046559787912,0.4299142917823788,0.11182203215504066,10,10,False,False,dropout
70,timeout,0,0,0.0,0.18571428571428572,0.18571428571428572,0.0,0.0,0.0,46.052698291308175,0.08571428571428572,0.02857142857142857,0.02500000068119594,2.8013047892841287,0.6310779762268066,0.10856203202138057,11,11,True,True,ok
70,timeout,0,0,0.0,0.17142857142857143,0.17142857142857143,0.0,0.0,0.0,46.79605962802834,0.12857142857142856,0.05714285714285714,0.04142857279096331,2.847359532541305,0.6318547163486484,0.13784049122733835,12,12,True,True,ok
44,dropout,0,0,0.0,1.0,1.0,0.0,0.0,0.0,83.23934121925119,0.06818181818181818,0.0,0.01363636363636364,2.891146556471782,0.4852292158126827,0.05222329678670936,13,13,False,False,dropout
18,dropout,0,0,0.0,1.0,1.0,0.0,0.0,0.0,93.43536508525094,0.1111111111111111,0.0,0.022222222222222223,3.123303708071392,0.19302840461730958,0.09428090415820635,14,14,False,False,too_short;dropout
70,timeout,0,0,0.0,1.0,1.0,0.0,0.0,0.0,80.8684707395472,0.04285714285714286,0.04285714285714286,0.018571429593222482,2.6794732726677424,0.878511180913448,0.1281739908853134,15,15,False,False,legacy:vr_wide;cur:upper;cur:gap
70,timeout,0,0,0.0,0.8857142857142857,0.8857142857142857,0.0,0.0,0.0,61.52995891092378,0.08571428571428572,0.02857142857142857,0.04428571632930211,2.68831493439072,0.8182562023162846,0.11275764148954924,16,16,False,False,legacy:vr_wide;cur:upper;cur:gap
